Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,W1,L1,W1,L1,W1,L1,Tm.1,Opp.1,1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,W2,L2,W2,L2,W2,L2,Tm.2,Opp.2,2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Texas Tech,Stephen F. Austin,70,60,1,37,27,10,.730,19.38,9.60,11,7,17,1,4,6,2759,2397,,68.5,108.2,.393,.335,.555,52.6,54.9,10.3,12.8,.520,15.4,32.3,.276,+22.59,113.3,90.8,66.7,-.007,+10.31,110.7,100.4,-5.24,35,28,7,.800,2.67,-6.46,14,4,16,1,9,5,2819,2386,,73.8,109.1,.398,.316,.576,52.6,49.8,14.0,9.7,.544,18.1,33.3,.280,+5.58,104.5,99.0,71.1,+.031,-7.16,100.6,107.8,-2.26
Arkansas,Butler,62,79,0,35,23,12,.657,14.76,9.85,10,8,15,2,3,7,2819,2647,,71.3,111.8,.374,.321,.565,48.9,49.9,8.6,13.8,.538,13.2,28.7,.255,+14.69,116.3,101.7,69.7,+.059,+9.90,110.5,100.6,+0.87,35,21,14,.600,16.92,10.55,9,9,14,3,3,7,2763,2540,,69.7,110.9,.261,.374,.570,51.3,47.9,9.3,8.2,.540,13.9,27.1,.202,+19.05,116.2,97.2,67.6,-.047,+11.21,112.0,100.8,+0.11
Purdue,Cal State Fullerton,74,48,1,37,30,7,.811,23.41,8.74,15,3,16,1,8,2,2974,2431,,68.2,117.5,.356,.401,.606,51.8,57.9,8.3,12.5,.577,14.0,27.3,.265,+26.27,122.7,96.4,67.2,+.006,+9.02,109.1,100.1,+0.69,32,20,12,.625,-0.92,-1.02,10,6,9,4,7,7,2318,2245,,70.0,102.7,.433,.291,.559,51.1,50.1,8.9,8.6,.516,18.0,26.8,.316,+0.62,103.7,103.1,69.6,+.097,-1.20,103.8,105.0,+2.76
Alabama,Villanova,58,81,0,36,20,16,.556,12.34,10.64,8,10,12,4,2,8,2604,2543,,70.2,103.0,.419,.355,.550,50.3,50.3,9.0,14.7,.519,17.8,29.3,.281,+13.41,108.7,95.2,68.7,+.017,+11.17,110.9,99.7,+2.54,40,36,4,.900,26.64,10.24,14,4,12,1,9,3,3463,2807,,70.2,122.2,.294,.475,.623,52.4,53.7,9.1,10.5,.595,13.3,29.1,.229,+33.76,127.8,94.0,68.7,-.018,+11.31,111.3,100.0,+3.98
Marshall,West Virginia,71,94,0,36,25,11,.694,4.21,0.44,12,6,15,2,6,8,3017,2849,,76.4,108.6,.335,.453,.583,46.7,59.0,9.1,12.7,.548,15.5,22.2,.256,+6.53,109.4,102.9,74.7,+.060,+0.07,105.6,105.5,-7.00,37,26,11,.703,19.88,9.36,11,7,14,3,5,5,2964,2575,,70.6,113.0,.313,.384,.543,52.5,54.2,11.5,15.9,.504,13.3,36.5,.240,+22.44,119.4,96.9,69.2,-.014,+10.59,109.9,99.3,-4.72
Texas Tech,Florida,69,66,1,37,27,10,.730,19.38,9.60,11,7,17,1,4,6,2759,2397,,68.5,108.2,.393,.335,.555,52.6,54.9,10.3,12.8,.520,15.4,32.3,.276,+22.59,113.3,90.8,66.7,-.007,+10.31,110.7,100.4,-5.24,34,21,13,.618,16.67,10.08,11,7,12,5,5,4,2577,2353,,68.4,109.6,.326,.403,.540,48.5,49.8,10.1,12.7,.507,12.3,28.7,.234,+18.96,114.5,95.5,67.1,-.059,+10.74,110.2,99.5,+4.57
Butler,Purdue,73,76,0,35,21,14,.600,16.92,10.55,9,9,14,3,3,7,2763,2540,,69.7,110.9,.261,.374,.570,51.3,47.9,9.3,8.2,.540,13.9,27.1,.202,+19.05,116.2,97.2,67.6,-.047,+11.21,112.0,100.8,+0.11,37,30,7,.811,23.41,8.74,15,3,16,1,8,2,2974,2431,,68.2,117.5,.356,.401,.606,51.8,57.9,8.3,12.5,.577,14.0,27.3,.265,+26.27,122.7,96.4,67.2,+.006,+9.02,109.1,100.1,+0.69
West Virginia,Villanova,78,90,0,37,26,11,.703,19.88,9.36,11,7,14,3,5,5,2964,2575,,70.6,113.0,.313,.384,.543,52.5,54.2,11.5,15.9,.504,13.3,36.5,.240,+22.44,119.4,96.9,69.2,-.014,+10.59,109.9,99.3,-4.72,40,36,4,.900,26.64,10.24,14,4,12,1,9,3,3463,2807,,70.2,122.2,.294,.475,.623,52.4,53.7,9.1,10.5,.595,13.3,29.1,.229,+33.76,127.8,94.0,68.7,-.018,+11.31,111.3,100.0,+3.98
Texas Tech,Purdue,78,65,1,37,27,10,.730,19.38,9.60,11,7,17,1,4,6,2759,2397,,68.5,108.2,.393,.335,.555,52.6,54.9,10.3,12.8,.520,15.4,32.3,.276,+22.59,113.3,90.8,66.7,-.007,+10.31,110.7,100.4,-5.24,37,30,7,.811,23.41,8.74,15,3,16,1,8,2,2974,2431,,68.2,117.5,.356,.401,.606,51.8,57.9,8.3,12.5,.577,14.0,27.3,.265,+26.27,122.7,96.4,67.2,+.006,+9.02,109.1,100.1,+0.69
Texas Tech,Villanova,59,71,0,37,27,10,.730,19.38,9.60,11,7,17,1,4,6,2759,2397,,68.5,108.2,.393,.335,.555,52.6,54.9,10.3,12.8,.520,15.4,32.3,.276,+22.59,113.3,90.8,66.7,-.007,+10.31,110.7,100.4,-5.24,40,36,4,.900,26.64,10.24,14,4,12,1,9,3,3463,2807,,70.2,122.2,.294,.475,.623,52.4,53.7,9.1,10.5,.595,13.3,29.1,.229,+33.76,127.8,94.0,68.7,-.018,+11.31,111.3,100.0,+3.98
Villanova,Kansas,95,79,1,40,36,4,.900,26.64,10.24,14,4,12,1,9,3,3463,2807,,70.2,122.2,.294,.475,.623,52.4,53.7,9.1,10.5,.595,13.3,29.1,.229,+33.76,127.8,94.0,68.7,-.018,+11.31,111.3,100.0,+3.98,39,31,8,.795,21.39,11.87,13,5,14,3,8,3,3174,2803,,70.3,115.3,.270,.412,.594,50.3,55.7,9.2,10.9,.575,14.6,28.8,.191,+23.49,120.9,97.4,68.8,+.076,+12.41,111.7,99.3,+3.55
Michigan,Loyola (IL),69,57,1,41,33,8,.805,19.03,9.41,13,5,15,1,6,5,3019,2596,,65.9,110.8,.307,.433,.564,50.3,53.6,9.6,8.1,.545,12.4,24.9,.203,+24.20,114.7,90.5,64.9,+.052,+10.32,111.4,101.1,-4.83,38,32,6,.842,10.38,1.81,15,3,14,1,9,4,2721,2377,,66.0,108.4,.319,.357,.602,51.3,59.7,9.6,6.8,.577,17.3,21.8,.231,+16.39,111.4,95.0,65.5,+.077,+2.48,104.8,102.3,-5.47
Villanova,Michigan,79,62,1,40,36,4,.900,26.64,10.24,14,4,12,1,9,3,3463,2807,,70.2,122.2,.294,.475,.623,52.4,53.7,9.1,10.5,.595,13.3,29.1,.229,+33.76,127.8,94.0,68.7,-.018,+11.31,111.3,100.0,+3.98,41,33,8,.805,19.03,9.41,13,5,15,1,6,5,3019,2596,,65.9,110.8,.307,.433,.564,50.3,53.6,9.6,8.1,.545,12.4,24.9,.203,+24.20,114.7,90.5,64.9,+.052,+10.32,111.4,101.1,-4.83
