Team1,Team2,Points1,Points2,Result,G1,W1,L1,W-L%1,SRS1,SOS1,W1,L1,W1,L1,W1,L1,Tm.1,Opp.1,1,Pace1,ORtg1,FTr1,3PAr1,TS%1,TRB%1,AST%1,STL%1,BLK%1,eFG%1,TOV%1,ORB%1,FT/FGA1,AdjEM1,AdjO1,AdjD1,AdjT1,Luck1,SOS AdjEM1,OppO1,OppD1,NCSOS AdjEM1,G2,W2,L2,W-L%2,SRS2,SOS2,W2,L2,W2,L2,W2,L2,Tm.2,Opp.2,2,Pace2,ORtg2,FTr2,3PAr2,TS%2,TRB%2,AST%2,STL%2,BLK%2,eFG%2,TOV%2,ORB%2,FT/FGA2,AdjEM2,AdjO2,AdjD2,AdjT2,Luck2,SOS AdjEM2,OppO2,OppD2,NCSOS AdjEM2
Marquette,Davidson,59,58,1,35,26,9,.743,14.04,8.58,14,4,16,0,5,6,2382,2191,,63.4,105.9,.409,.270,.541,50.8,57.4,10.3,10.0,.496,17.6,38.3,.299,+18.32,113.2,94.9,63.3,+.090,+9.28,105.9,96.6,-1.14,34,26,8,.765,7.27,-3.45,17,1,12,1,9,4,2490,2110,,64.8,112.7,.388,.383,.580,49.3,56.5,8.6,7.6,.532,14.7,29.0,.309,+11.36,112.1,100.7,63.9,-.002,-5.09,100.3,105.4,+6.42
Colorado,Illinois,49,57,0,33,21,12,.636,11.95,7.95,10,8,12,3,5,7,2230,2098,,65.7,101.4,.409,.289,.522,50.2,42.3,10.5,8.6,.483,17.1,33.6,.281,+14.62,106.5,91.9,63.7,+.029,+9.15,107.3,98.1,+3.80,36,23,13,.639,13.23,10.08,8,10,12,4,6,6,2465,2332,,65.5,104.2,.310,.419,.516,46.6,42.5,10.4,11.5,.479,14.7,33.1,.225,+15.82,110.6,94.8,64.6,+.042,+10.84,108.1,97.3,-0.80
Pacific,Miami (FL),49,78,0,35,22,13,.629,1.96,1.05,13,5,13,2,4,9,2344,2238,,63.3,105.4,.372,.321,.542,47.8,61.9,8.7,4.2,.509,15.3,29.5,.256,+3.96,106.1,102.2,62.2,+.074,+0.86,104.2,103.3,+9.06,36,29,7,.806,16.99,7.88,15,3,14,1,10,3,2509,2181,,64.0,108.5,.346,.356,.548,50.1,45.6,9.6,12.3,.519,14.1,30.6,.236,+22.37,113.6,91.3,61.9,+.028,+8.41,107.7,99.3,+4.96
Temple,Indiana,52,58,0,34,24,10,.706,9.52,5.20,11,5,14,3,8,4,2456,2309,,67.6,106.8,.356,.373,.529,46.5,58.4,11.6,9.5,.490,13.6,30.8,.257,+12.67,111.3,98.6,65.6,+.038,+5.48,105.7,100.2,+0.82,36,29,7,.806,24.90,8.38,14,4,17,2,7,2,2831,2236,,67.1,116.3,.459,.323,.590,53.3,54.0,10.5,9.3,.548,16.3,39.0,.341,+29.31,120.8,91.5,66.0,-.021,+8.86,106.7,97.8,-5.16
University of California,Syracuse,60,66,0,33,21,12,.636,10.65,7.77,12,6,11,5,6,5,2218,2123,,66.5,100.7,.312,.236,.515,50.0,56.2,8.7,11.4,.480,16.2,32.5,.223,+13.11,107.3,94.2,64.9,+.041,+8.35,106.0,97.6,+2.12,40,30,10,.750,20.30,8.57,11,7,17,2,5,5,2816,2347,,65.2,107.3,.368,.304,.523,49.7,55.8,13.7,19.3,.490,15.5,38.8,.248,+24.83,113.1,88.3,63.1,-.004,+9.46,106.8,97.4,-4.44
Butler,Marquette,72,74,0,36,27,9,.750,10.99,6.08,11,5,14,2,7,4,2495,2299,,64.9,106.4,.385,.356,.546,53.4,53.5,8.8,7.0,.512,17.2,36.3,.268,+15.41,110.5,95.1,63.6,+.087,+7.53,106.8,99.3,+4.18,35,26,9,.743,14.04,8.58,14,4,16,0,5,6,2382,2191,,63.4,105.9,.409,.270,.541,50.8,57.4,10.3,10.0,.496,17.6,38.3,.299,+18.32,113.2,94.9,63.3,+.090,+9.28,105.9,96.6,-1.14
Miami (FL),Illinois,63,59,1,36,29,7,.806,16.99,7.88,15,3,14,1,10,3,2509,2181,,64.0,108.5,.346,.356,.548,50.1,45.6,9.6,12.3,.519,14.1,30.6,.236,+22.37,113.6,91.3,61.9,+.028,+8.41,107.7,99.3,+4.96,36,23,13,.639,13.23,10.08,8,10,12,4,6,6,2465,2332,,65.5,104.2,.310,.419,.516,46.6,42.5,10.4,11.5,.479,14.7,33.1,.225,+15.82,110.6,94.8,64.6,+.042,+10.84,108.1,97.3,-0.80
Indiana,Syracuse,50,61,0,36,29,7,.806,24.90,8.38,14,4,17,2,7,2,2831,2236,,67.1,116.3,.459,.323,.590,53.3,54.0,10.5,9.3,.548,16.3,39.0,.341,+29.31,120.8,91.5,66.0,-.021,+8.86,106.7,97.8,-5.16,40,30,10,.750,20.30,8.57,11,7,17,2,5,5,2816,2347,,65.2,107.3,.368,.304,.523,49.7,55.8,13.7,19.3,.490,15.5,38.8,.248,+24.83,113.1,88.3,63.1,-.004,+9.46,106.8,97.4,-4.44
Miami (FL),Marquette,61,71,0,36,29,7,.806,16.99,7.88,15,3,14,1,10,3,2509,2181,,64.0,108.5,.346,.356,.548,50.1,45.6,9.6,12.3,.519,14.1,30.6,.236,+22.37,113.6,91.3,61.9,+.028,+8.41,107.7,99.3,+4.96,35,26,9,.743,14.04,8.58,14,4,16,0,5,6,2382,2191,,63.4,105.9,.409,.270,.541,50.8,57.4,10.3,10.0,.496,17.6,38.3,.299,+18.32,113.2,94.9,63.3,+.090,+9.28,105.9,96.6,-1.14
Marquette,Syracuse,39,55,0,35,26,9,.743,14.04,8.58,14,4,16,0,5,6,2382,2191,,63.4,105.9,.409,.270,.541,50.8,57.4,10.3,10.0,.496,17.6,38.3,.299,+18.32,113.2,94.9,63.3,+.090,+9.28,105.9,96.6,-1.14,40,30,10,.750,20.30,8.57,11,7,17,2,5,5,2816,2347,,65.2,107.3,.368,.304,.523,49.7,55.8,13.7,19.3,.490,15.5,38.8,.248,+24.83,113.1,88.3,63.1,-.004,+9.46,106.8,97.4,-4.44
Louisville,Wichita State,72,68,1,40,35,5,.875,24.81,9.13,14,4,15,1,8,3,2978,2351,,66.4,110.3,.400,.300,.544,51.1,55.7,15.9,12.1,.506,15.3,38.2,.283,+32.92,117.7,84.8,65.8,-.016,+10.23,107.4,97.2,+2.15,39,30,9,.769,14.68,6.09,12,6,14,2,7,5,2720,2385,,64.9,107.5,.365,.353,.535,53.2,55.6,11.4,13.5,.500,16.2,38.0,.255,+20.31,111.8,91.5,63.8,-.002,+6.71,106.9,100.2,+0.17
Syracuse,Michigan,56,61,0,40,30,10,.750,20.30,8.57,11,7,17,2,5,5,2816,2347,,65.2,107.3,.368,.304,.523,49.7,55.8,13.7,19.3,.490,15.5,38.8,.248,+24.83,113.1,88.3,63.1,-.004,+9.46,106.8,97.4,-4.44,39,31,8,.795,21.28,10.05,12,6,17,1,5,5,2932,2467,,64.1,116.1,.284,.340,.572,49.9,51.7,9.5,7.3,.549,12.5,32.7,.199,+27.86,121.9,94.0,64.0,-.007,+11.13,108.2,97.0,-3.09
Louisville,Michigan,82,76,1,40,35,5,.875,24.81,9.13,14,4,15,1,8,3,2978,2351,,66.4,110.3,.400,.300,.544,51.1,55.7,15.9,12.1,.506,15.3,38.2,.283,+32.92,117.7,84.8,65.8,-.016,+10.23,107.4,97.2,+2.15,39,31,8,.795,21.28,10.05,12,6,17,1,5,5,2932,2467,,64.1,116.1,.284,.340,.572,49.9,51.7,9.5,7.3,.549,12.5,32.7,.199,+27.86,121.9,94.0,64.0,-.007,+11.13,108.2,97.0,-3.09
